time,n0v,n1v,n2v,n3v,n4v,n5v,n6v,n7v,n8v,n9v,n10v,n11v,n12v,n13v,n14v,n15v,n16v,n17v,n18v,n19v,n20v,n21v,n22v,n23v,n24v,n25v,n26v,n27v,n28v,n29v,n30v,n31v,n32v,n33v,n34v,n35v,n36v,n37v,n38v,n39v,n40v,n41v,n42v,n43v,n44v,n45v,n46v,n47v,n48v,n49v,n50v,n51v,n52v,n53v,n54v,n55v,n56v,n57v,n58v,n59v,n60v,n61v,n62v,n63v,n64v,n65v,n66v,n67v,n68v,n69v,n70v,n71v,n72v,n73v,n74v,n75v,n76v,n77v,n78v,n79v,n80v,n81v,n82v,n83v,n84v,n85v,n86v,n87v,n88v,n89v,n90v,n91v,n92v,n93v,n94v,n95v,n96v,n97v,n98v,n99v,n100v,n101v,n102v,n103v,n104v,n105v,n106v,n107v,n108v,n109v,n110v,n111v,n112v,n113v,n114v,n115v,n116v,n117v,n118v,n119v,n120v,n121v,n122v,n123v,n124v,n125v,n126v,n127v,n128v,n129v,n130v,n131v,n132v,n133v,n134v,n135v,n136v,n137v,n138v,n139v,n140v,n141v,n142v,n143v,n144v,n145v,n146v,n147v,n148v,n149v,n150v,n151v,n152v,n153v,n154v,n155v,n156v,n157v,n158v,n159v,n160v,n161v,n162v,n163v,n164v,n165v,n166v,n167v,n168v,n169v,n170v,n171v,n172v,n173v,n174v,n175v,n176v,n177v,n178v,n179v
7.63,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-51.3261,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-33.4696,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.64,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-51.3394,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-33.4658,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.65,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-51.3526,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-33.462,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.66,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-51.3658,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-33.4582,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.67,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-51.3789,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-33.4544,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.68,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-51.392,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-33.4505,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.69,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-51.4051,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-33.4467,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.7,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-51.4181,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-33.4428,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.71,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-51.4311,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-33.4389,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.72,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-51.4441,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-33.4351,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.73,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-51.4571,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-33.4312,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.74,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-51.47,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-33.4273,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.75,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-51.4828,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-33.4234,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
7.76,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-51.4957,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-33.4194,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
